"Latitude","Longitude"
37.73810248,-122.45024472
37.7434918182,-122.4567795455
37.75142425,-122.4523851786
37.7483317917,-122.466901
37.7468899167,-122.48054275
37.7521236,-122.47017735
37.7560874762,-122.4695650952
37.7526957692,-122.4821542308
37.760129125,-122.4836690625
37.7604423333,-122.4917394
37.75706705,-122.49948765
37.7616701111,-122.5065525556
37.7562395333,-122.5065827333
37.7532112,-122.491327
37.746474,-122.4906280909
37.762484,-122.4807997
37.7630945556,-122.4741668889
37.7630497,-122.4678544
37.739172,-122.4665427917
37.7192161538,-122.4533606923
37.722086,-122.4571132667
37.7284793,-122.45802185
37.7096811053,-122.4445891579
37.7053008421,-122.4450281053
37.7050350667,-122.4529886667
37.7048225,-122.4624107692
37.6975320333,-122.4561608333
37.7029175385,-122.4344304103
37.7151324091,-122.4567279545
37.7166806471,-122.4783594706
37.7193140625,-122.479755125
37.7274329286,-122.4809462857
37.7321393333,-122.4870427143
37.7378907647,-122.4853405294
37.7424616667,-122.4974992381
37.7420476154,-122.5047953846
37.7250472963,-122.4917683333
37.7192148571,-122.4685072857
37.7272205357,-122.4679945714
37.677028697,-122.4911429394
37.6586937742,-122.4837876129
37.6529841154,-122.4886510769
37.6356993448,-122.4844150345
37.6181215319,-122.4822178298
37.5826937937,-122.486817127
37.5924349815,-122.4671807963
37.5900256333,-122.50319605
37.5417937143,-122.4943137582
37.5234137733,-122.46494484
37.6909167391,-122.4882411304
37.65755445,-122.4707228
37.6509687241,-122.4770173448
37.6626734286,-122.4555806667
37.6762683889,-122.4499439167
37.6626881471,-122.4411486471
37.6663812,-122.4349376
37.6691378718,-122.4196782821
37.6619523333,-122.4070283333
37.6566188947,-122.4185084211
37.6338058182,-122.4253082273
37.6280331852,-122.4064482222
37.6207992609,-122.3847594348
37.623597625,-122.4098851667
37.6069512759,-122.4106173793
37.5993521176,-122.398601
37.535932,-122.4156046288
37.516922069,-122.3113097586
37.5279549524,-122.3056210476
37.532927,-122.2991147
37.5328122381,-122.3120608095
37.4837430204,-122.2815381633
37.4887033333,-122.2768195
37.4974649846,-122.2831828615
37.5017624792,-122.2785938958
37.4958101364,-122.2637785
37.4632455316,-122.2690545949
37.408732766,-122.2780026667
37.4451602917,-122.2565830694
37.4451035778,-122.2156229333
37.3269553745,-122.294931366
37.5625974839,-122.2886015484
37.5586724324,-122.2761241081
37.5648879375,-122.258198875
37.5581575,-122.2518548636
37.5615539167,-122.26184825
37.5518346667,-122.259472
37.5414653125,-122.2628798437
37.5423969615,-122.2695564615
37.5490175294,-122.2667791176
37.5280472571,-122.2561540286
37.5398470323,-122.241424129
37.48386624,-122.21372232
37.4722624211,-122.2104965789
37.474809,-122.1952371
37.4798831071,-122.2084721786
37.4818595714,-122.1899282143
37.4736367778,-122.1700776667
37.4618162,-122.16056816
37.4877005,-122.1657551087
37.4768508182,-122.1294968409
37.4670266667,-122.1460135238
37.45799576,-122.14270576
37.4637643548,-122.1283629355
37.4373205926,-122.0914410185
37.4376682,-122.1230514
37.4263125714,-122.1302773571
37.4354766,-122.144917
37.4433275833,-122.1558266667
37.4490677059,-122.1633348235
37.4201680714,-122.1188275714
37.4148799231,-122.1110783846
37.410095125,-122.10147425
37.40618125,-122.0924423333
37.40553,-122.0834012353
37.41760035,-122.09666635
37.4262132353,-122.1092072941
37.4010455556,-122.0751493889
37.3989824615,-122.0569134231
37.39076644,-122.04281532
37.4172796,-122.0546508667
37.4415166711,-121.9816215132
37.40154075,-122.02190425
37.40196035,-122.0044438
37.3961258333,-122.0048565833
37.3906908,-122.0045817333
37.4008127222,-121.9919503889
37.4006811429,-121.9651894286
37.3846041053,-121.9483511579
37.3972735385,-121.951006
37.4061709091,-121.9452059545
37.4143864444,-121.9452098889
37.3909127778,-121.9233531778
37.3911518333,-122.0222173333
37.3855895,-122.0253844
37.3805370588,-122.0063616765
37.39095036,-122.06004004
37.3794542727,-122.061214
37.3790469,-122.0570026
37.378711,-122.0508799167
37.375711,-122.0408242727
37.3728982308,-122.0308379231
37.36961564,-122.07208268
37.3786799286,-122.0835001429
37.3839725429,-122.0945011714
37.3940632308,-122.0905309231
37.3974429167,-122.0975216667
37.4019955385,-122.1064450769
37.3921886842,-122.1061330526
37.3690025263,-122.0861865789
37.3861392857,-122.0742767857
37.3898666,-122.0797725333
37.36265268,-122.057058
37.3592497742,-122.0766168387
37.3455058421,-122.070514
37.343072875,-122.0583183333
37.3438685714,-122.0452362143
37.3438307059,-122.0367521176
37.3440194783,-122.0260381304
37.3443971364,-122.0173697273
37.3555352667,-122.0415868
37.364942,-122.0413173333
37.3556181304,-122.0229964783
37.3620532778,-122.0203296111
37.3346435306,-122.0555647551
37.3297472667,-122.0445754
37.3212436875,-122.0551382188
37.3114313333,-122.0383199333
37.3031765789,-122.0372421579
37.30276415,-122.0293881
37.3036869375,-122.01911075
37.3149154211,-122.0222295789
37.3018351333,-122.0099667333
37.2994027273,-122.0023705455
37.3017636071,-121.99187075
37.315676875,-122.0108045625
37.3163021304,-122.0018094348
37.3300401579,-122.0041350526
37.3330387692,-122.0226493846
37.3208348,-121.98395455
37.3271595556,-121.9862158333
37.3340556087,-121.9843870435
37.3422173636,-121.9860228182
37.3482412222,-121.9873432778
37.3609829412,-121.9913297647
37.3548559231,-121.9996343077
37.361297087,-122.002588
37.3586328125,-122.010273
37.368319913,-121.9880967826
37.3693129583,-122.0080729583
37.3464015484,-122.0061952258
37.3606257222,-121.9823047778
37.3612743125,-121.9726959375
37.3595505,-121.9645686667
37.3653324103,-121.9590157692
37.319740875,-121.964162125
37.3170689091,-121.946207
37.3219832917,-121.931153375
37.319244,-121.9220732917
37.3177982917,-121.9090316667
37.3129527368,-121.925143
37.3032432857,-121.9218650714
37.2985692917,-121.9206544583
37.3001584706,-121.9094817059
37.3090240667,-121.9098705333
37.2869597273,-121.9269824545
37.2898789583,-121.9157700417
37.3282440741,-121.9276624444
37.3407632,-121.9218815
37.3323260769,-121.9148485385
37.3404527037,-121.9066785556
37.34767955,-121.9024651
37.365579697,-121.9244126061
37.3470989,-121.9347426
37.35102,-121.9464625
37.3430590811,-121.9436391351
37.3332459444,-121.9415427778
37.3059734583,-121.9356872917
37.3024686111,-121.9457031111
37.2804211875,-121.9395061563
37.2753258519,-121.949435963
37.3303244167,-121.9562940833
37.338055,-121.961754
37.3464203333,-121.9613324444
37.3464,-121.9741661818
37.33103125,-121.971971375
37.3138942917,-121.9861785
37.3127899375,-121.9721134375
37.30359775,-121.9747640625
37.2974257647,-121.9670351176
37.2980948889,-121.9579368889
37.2895449474,-121.9706983158
37.2819020909,-121.9710736364
37.2761031579,-121.9632016316
37.2844419375,-121.9558498125
37.2919875294,-121.9816588235
37.3084101765,-121.9577435294
37.2886216667,-122.0173948333
37.2821855313,-122.0000310937
37.2798641538,-121.9870482308
37.2706639167,-121.97993825
37.2640315294,-121.9702123529
37.2551845897,-121.9828474872
37.2435457,-121.9838144
37.2483347353,-121.9674201765
37.2579288649,-121.9418366216
37.2469511143,-121.93771
37.2432661765,-121.9149606471
37.2561908519,-121.9231855185
37.2493810833,-121.902657
37.2512252857,-121.885597
37.2566613889,-121.8866271667
37.2681923158,-121.8845117368
37.2774749474,-121.8867117368
37.284316,-121.889910875
37.2944153529,-121.8927776471
37.2858459062,-121.8735592813
37.2695368,-121.8676857
37.2778450667,-121.8543597333
37.2890702857,-121.8611590286
37.2617453333,-121.8523936
37.2577013529,-121.8373722353
37.2551345,-121.8236280833
37.2605161667,-121.8688003889
37.25295,-121.8589338095
37.2986206923,-121.8783637692
37.3052226,-121.8742428
37.3160018,-121.8815286
37.3236576842,-121.8868601579
37.3279208077,-121.8971254615
37.330111,-121.87579575
37.3228723846,-121.8704664615
37.3330224286,-121.8802561429
37.3387144615,-121.8742195385
37.3476257857,-121.8786420714
37.3546707333,-121.8805543333
37.3473001818,-121.8931502727
37.3417743333,-121.88936725
37.3350324167,-121.8837566667
37.3591894706,-121.8920785294
37.3763416765,-121.8923462059
37.3368634167,-121.8660340833
37.342258,-121.8589779091
37.3334824167,-121.8494660833
37.3292393913,-121.8382469565
37.3127436875,-121.820788375
37.31145825,-121.833551
37.3056109545,-121.8311110455
37.2934247619,-121.8164064762
37.301344,-121.8099196364
37.282141102,-121.7722261224
37.3069111429,-121.8046823571
37.3023512,-121.7886484
37.2905052778,-121.8217356667
37.2809777619,-121.8145112857
37.2730498333,-121.8169313667
37.2670555714,-121.8142874286
37.264038875,-121.825240625
37.2721411765,-121.8359050588
37.2699755625,-121.8460458125
37.2628994,-121.8049488
37.2509465385,-121.7895471538
37.2347376667,-121.7626609167
37.2296163667,-121.7838353
37.2331172439,-121.794289
37.2403321818,-121.8130263636
37.2413362,-121.8233988667
37.2375881429,-121.8362734762
37.2303154286,-121.8245145
37.2309918889,-121.8110397222
37.2401221,-121.8442055
37.2431039412,-121.8548396471
37.2456780476,-121.8667267619
37.1973412714,-121.8081046952
37.2211894,-121.8550198
37.2299214375,-121.7718316875
37.2230578333,-121.7646813
37.1767119327,-121.733423125
37.2058396591,-121.4811905812
37.1550267083,-121.6209817292
37.1504759412,-121.6602154706
37.13480375,-121.643684375
37.1115128571,-121.6304629286
37.0989854545,-121.6373254848
37.1162966471,-121.6549436471
37.1248403636,-121.6644701818
37.1186431714,-121.6734414
37.1349170541,-121.6026775135
37.1034263211,-121.5686006789
37.0638455652,-121.605870087
37.0096893415,-121.516292439
37.0155943125,-121.5713321875
37.0026712609,-121.5654897391
36.9865250789,-121.5712847895
37.0055035,-121.577955625
36.9812877353,-121.5900686471
37.055097433,-121.7127693732
36.8883601034,-121.3398447739
36.832943568,-121.491111284
36.8444331553,-121.6935039806
36.8165975333,-121.6751938
36.7960509552,-121.6225133134
36.728706,-121.6515978333
36.7259819524,-121.6545557619
36.7174710625,-121.6903002083
36.7036503846,-121.6604481538
36.6934852941,-121.6514721765
36.7037725625,-121.643944625
36.6878105926,-121.656932
36.688957625,-121.669307375
36.6782125,-121.6695575
36.6699086923,-121.67794
36.6705102857,-121.6643500714
36.6753905,-121.6557820556
36.678518409,-121.5760160687
36.5736848629,-121.3840056548
36.4919607539,-121.5071496754
36.5855227677,-121.6741201111
36.6603895,-121.6730138889
36.7298597143,-121.6228630357
36.710204,-121.6363850526
36.7144239643,-121.6207668929
36.7054551875,-121.613308375
36.697098375,-121.6059064375
36.6896685,-121.6011213333
36.6874087222,-121.6095405556
36.684691,-121.6107722667
36.6796051429,-121.618852
36.6750794706,-121.615994
36.6696384706,-121.629746
36.654199122,-121.6372329756
36.6650658333,-121.6505581667
36.6622262727,-121.6034920909
36.67686265,-121.6313522
36.6823035143,-121.633039
36.6926328824,-121.6153464118
36.6938478824,-121.6219181471
36.7131784667,-121.6491464
36.8094098182,-121.7074128442
36.7449779806,-121.744661165
36.7660118095,-121.7560735238
36.8370865433,-121.7495748268
36.8752151685,-121.7686174494
36.9061960645,-121.7704091935
36.9317725385,-121.7821456923
36.9311047143,-121.7695721429
36.9221736296,-121.7698811481
36.9114343043,-121.75454
36.9217605,-121.7421208929
36.92733524,-121.75483932
36.9495765088,-121.7511768947
36.9574496944,-121.7843237222
36.9367482298,-121.6848585963
36.9380960938,-121.7923830625
37.010871378,-121.8058827656
36.903044,-121.8107675
36.9629734783,-121.876368087
36.9569855278,-121.878409
36.9800284416,-121.876156
37.02656504,-121.860786545
36.9777518077,-121.9229661923
36.9865803281,-121.930618375
36.9972830732,-121.9785899268
36.9828874783,-121.9896193043
36.9771624444,-121.9770659444
36.9748178214,-121.9666301429
36.9643763462,-121.9702797692
36.973632,-121.9953309615
36.9655525714,-121.9896517143
36.9717274444,-122.0039827222
36.97418,-122.0160498
36.9980870476,-121.996634881
36.9841656,-122.0078714333
36.9878716596,-122.042611766
36.9699515882,-122.0409448235
36.9741688108,-122.0645618108
36.9894434848,-122.0579540303
37.0874463606,-122.1604755288
36.9562523077,-122.0618441538
36.9590105556,-122.0347427778
36.9668475769,-122.0270406154
36.9759374,-122.029756
37.0283726855,-121.9910299516
37.0206625893,-122.0313073571
37.0280917766,-122.0597563936
37.0980600208,-122.0367790625
37.0973509272,-122.0963924369
37.0786250638,-122.0872134894
37.02629725,-121.9187030104
37.0408705612,-121.9629723469
37.0782739737,-122.0121882895
37.0844579043,-121.8991996383
37.1611362145,-122.0747105615
37.1333927101,-122.1380513696
36.9802276087,-121.9456154783
36.7035738,-121.774049025
36.7112006061,-121.8000288182
36.6810706667,-121.79122025
36.6774435,-121.7959074286
36.6707795294,-121.7851118627
36.659381619,-121.7629320952
36.6170454503,-121.7545691391
36.5502201033,-121.6334515537
36.6530327059,-121.7982441176
36.6142454815,-121.8491842963
36.6012542222,-121.8445782222
36.6046209167,-121.8315395833
36.6125532667,-121.8297344
36.611216,-121.8407563636
36.6185339231,-121.8315524615
36.59465575,-121.8557126591
36.59184912,-121.83985048
36.5764868716,-121.8188130917
36.5825731111,-121.8772572222
36.5912421613,-121.8866950968
36.588169303,-121.9094725758
36.5512784559,-121.9187750147
36.5592397647,-121.9227389412
36.5474226429,-121.9227115714
36.5328268103,-121.826407431
36.3983051918,-121.6568961621
36.4955202105,-121.8796630861
36.6007332414,-121.8969643793
36.60472296,-121.90803832
36.6109739333,-121.9045968667
36.6224441429,-121.9125576429
36.6192243889,-121.9138361111
36.6176426923,-121.9211312308
36.6254438889,-121.929965037
36.6122214286,-121.9260549524
36.6039202222,-121.9281501111
36.5883906835,-121.9450415696
36.8919977619,-121.6866473929
36.85982475,-121.4250638437
36.848219,-121.4036231111
36.8544979412,-121.3899108529
36.8439726667,-121.3804036296
36.83192964,-121.37542708
36.8330472537,-121.4116724478
37.0256798696,-121.583869913
37.0251989474,-121.5912774211
37.0302692439,-121.6291841707
37.2552461837,-121.7679505306
37.2548670625,-121.81139975
37.2485350556,-121.8169324444
37.28612125,-121.829981125
37.28058125,-121.8292605625
37.2888373571,-121.8386551429
37.3020788235,-121.8372844118
37.2996994375,-121.8498089375
37.3127660833,-121.8562435833
37.3242465,-121.8415931875
37.3201105833,-121.8439465
37.3330228125,-121.840092875
37.3360908,-121.8338893333
37.3399743333,-121.8313116667
37.343669,-121.8275640769
37.3319825714,-121.8235984762
37.3272885,-121.8515254
37.3456712727,-121.8662214545
37.3513057857,-121.8705063571
37.3585931176,-121.8678225882
37.3646085,-121.86204375
37.3583601538,-121.8539754615
37.3449608421,-121.8531212105
37.3499736429,-121.8449893571
37.3552131667,-121.8472081667
37.3619199167,-121.8467405
37.3653341,-121.8413663
37.3680675833,-121.8353111667
37.37410632,-121.82837924
37.3828147241,-121.835740931
37.3826916667,-121.8195313922
37.368925087,-121.8206607826
37.3647102759,-121.8149074483
37.3739408056,-121.7849957963
37.3549224167,-121.8110333333
37.3492839412,-121.8028197647
37.3434700667,-121.8150209333
37.347803,-121.8185292
37.331122,-121.807416
37.3531509545,-121.7696991136
37.3417622143,-121.7974728571
37.3340278182,-121.7924994545
37.3278427273,-121.7895917273
37.3320428095,-121.774260619
37.3206357647,-121.7891671765
37.3181416842,-121.8013955263
37.3185076842,-121.8147455263
37.3264311961,-121.763982098
37.3123215,-121.781744625
37.3065382,-121.78720288
37.3112155472,-121.7455265849
37.29527455,-121.7578469
37.2840145429,-121.7436004
37.3692049167,-121.8560150833
37.3726857,-121.86853525
37.3865187143,-121.8719958571
37.3934788,-121.8661917333
37.3889928,-121.8548303
37.3837236471,-121.8498384118
37.37774555,-121.84458795
37.412804,-121.8275846081
37.3837977857,-121.8779366429
37.3783417,-121.88783765
37.3942973,-121.893111
37.4079637,-121.9000266
37.4211608077,-121.8988274615
37.3993698824,-121.8826992353
37.4097764286,-121.88069
37.41729275,-121.863531125
37.4093684737,-121.8595979474
37.4027774667,-121.8552692667
37.4256329444,-121.8704037778
37.4224232667,-121.8761388
37.4309288033,-121.8472351311
37.4337206667,-121.8712085556
37.4320922727,-121.881148
37.4401383529,-121.8823048235
37.4586222308,-121.8659413692
37.451399,-121.9025866667
37.4584449231,-121.9070652308
37.4499296667,-121.9155450556
37.4729276875,-121.9131830625
37.4863437805,-121.8967534146
37.5084025333,-121.9277417333
37.5225478571,-121.9313977619
37.5310648,-121.9292524667
37.5318293636,-121.9437041364
37.5457849091,-121.9508836364
37.5357019286,-121.9613338571
37.5287536,-121.9623315333
37.5421114,-121.9681122
37.5450389091,-121.9768864545
37.5509625294,-121.9856687059
37.540596,-121.9786121111
37.53914815,-121.98557065
37.5449085714,-121.9976507857
37.5483523846,-122.0052680769
37.55459388,-122.00936808
37.5372988,-122.0087442
37.5288547333,-122.0181022667
37.5341827059,-122.0281183529
37.53725375,-122.034820125
37.529266,-121.9927328333
37.5198764375,-121.975870625
37.5170754615,-121.9617712308
37.5189769,-121.9527664
37.5079693333,-122.0043850333
